task,participant_id,dominant_hand,hand_used,mode,mapping,trial,block,block_type,condition,key_correct,key_response,joy_correct,joy_response,correct,correct_shape,correct_line,incorrect_shape,incorrect_line,chosen_shape,chosen_line,unchosen_shape,unchosen_line,correct_count,trial_count,reaction_time,start_time,end_time,global_start_time,global_end_time
ied,cinco05,right,right,full,1,19,p1,practice,big,NA,NA,up,right,0,circle_big,NA,circle_little,NA,circle_little,NA,circle_big,NA,NA,19,3316,2026-03-06 15:44:19,2026-03-06 15:45:44,2026-03-06 15:43:46,2026-03-06 15:48:29
ied,cinco05,right,right,full,1,20,p1,practice,big,NA,NA,left,left,1,circle_big,NA,circle_little,NA,circle_big,NA,circle_little,NA,NA,20,1042,2026-03-06 15:44:19,2026-03-06 15:45:44,2026-03-06 15:43:46,2026-03-06 15:48:29
ied,cinco05,right,right,full,1,21,p2,practice,small,NA,NA,up,down,0,circle_little,NA,circle_big,NA,circle_big,NA,circle_little,NA,NA,1,1431,2026-03-06 15:45:54,2026-03-06 15:46:48,2026-03-06 15:43:46,2026-03-06 15:48:29
ied,cinco05,right,right,full,1,22,p2,practice,small,NA,NA,down,down,1,circle_little,NA,circle_big,NA,circle_little,NA,circle_big,NA,NA,2,612,2026-03-06 15:45:54,2026-03-06 15:46:48,2026-03-06 15:43:46,2026-03-06 15:48:29
ied,cinco05,right,right,full,1,23,p2,practice,small,NA,NA,up,up,1,circle_little,NA,circle_big,NA,circle_little,NA,circle_big,NA,NA,3,639,2026-03-06 15:45:54,2026-03-06 15:46:48,2026-03-06 15:43:46,2026-03-06 15:48:29
ied,cinco05,right,right,full,1,24,p2,practice,small,NA,NA,up,up,1,circle_little,NA,circle_big,NA,circle_little,NA,circle_big,NA,NA,4,1422,2026-03-06 15:45:54,2026-03-06 15:46:48,2026-03-06 15:43:46,2026-03-06 15:48:29
ied,cinco05,right,right,full,1,25,p2,practice,small,NA,NA,down,down,1,circle_little,NA,circle_big,NA,circle_little,NA,circle_big,NA,NA,5,741,2026-03-06 15:45:54,2026-03-06 15:46:48,2026-03-06 15:43:46,2026-03-06 15:48:29
ied,cinco05,right,right,full,1,26,p2,practice,small,NA,NA,left,left,1,circle_little,NA,circle_big,NA,circle_little,NA,circle_big,NA,NA,6,572,2026-03-06 15:45:54,2026-03-06 15:46:48,2026-03-06 15:43:46,2026-03-06 15:48:29
ied,cinco05,right,right,full,1,27,p2,practice,small,NA,NA,up,up,1,circle_little,NA,circle_big,NA,circle_little,NA,circle_big,NA,NA,7,594,2026-03-06 15:45:54,2026-03-06 15:46:48,2026-03-06 15:43:46,2026-03-06 15:48:29
ied,cinco05,right,right,full,1,28,p2,practice,small,NA,NA,right,right,1,circle_little,NA,circle_big,NA,circle_little,NA,circle_big,NA,NA,8,539,2026-03-06 15:45:54,2026-03-06 15:46:48,2026-03-06 15:43:46,2026-03-06 15:48:29
ied,cinco05,right,right,full,1,29,p2,practice,small,NA,NA,right,right,1,circle_little,NA,circle_big,NA,circle_little,NA,circle_big,NA,NA,9,574,2026-03-06 15:45:54,2026-03-06 15:46:48,2026-03-06 15:43:46,2026-03-06 15:48:29
ied,cinco05,right,right,full,1,30,p2,practice,small,NA,NA,down,down,1,circle_little,NA,circle_big,NA,circle_little,NA,circle_big,NA,NA,10,625,2026-03-06 15:45:54,2026-03-06 15:46:48,2026-03-06 15:43:46,2026-03-06 15:48:29
ied,cinco05,right,right,full,1,31,p2,practice,small,NA,NA,left,left,1,circle_little,NA,circle_big,NA,circle_little,NA,circle_big,NA,NA,11,539,2026-03-06 15:45:54,2026-03-06 15:46:48,2026-03-06 15:43:46,2026-03-06 15:48:29
ied,cinco05,right,right,full,1,32,p2,practice,small,NA,NA,right,right,1,circle_little,NA,circle_big,NA,circle_little,NA,circle_big,NA,NA,12,488,2026-03-06 15:45:54,2026-03-06 15:46:48,2026-03-06 15:43:46,2026-03-06 15:48:29
ied,cinco05,right,right,full,1,33,p2,practice,small,NA,NA,right,right,1,circle_little,NA,circle_big,NA,circle_little,NA,circle_big,NA,NA,13,555,2026-03-06 15:45:54,2026-03-06 15:46:48,2026-03-06 15:43:46,2026-03-06 15:48:29
ied,cinco05,right,right,full,1,34,p2,practice,small,NA,NA,down,down,1,circle_little,NA,circle_big,NA,circle_little,NA,circle_big,NA,NA,14,570,2026-03-06 15:45:54,2026-03-06 15:46:48,2026-03-06 15:43:46,2026-03-06 15:48:29
ied,cinco05,right,right,full,1,35,p2,practice,small,NA,NA,left,left,1,circle_little,NA,circle_big,NA,circle_little,NA,circle_big,NA,NA,15,523,2026-03-06 15:45:54,2026-03-06 15:46:48,2026-03-06 15:43:46,2026-03-06 15:48:29
ied,cinco05,right,right,full,1,36,p2,practice,small,NA,NA,left,left,1,circle_little,NA,circle_big,NA,circle_little,NA,circle_big,NA,NA,16,556,2026-03-06 15:45:54,2026-03-06 15:46:48,2026-03-06 15:43:46,2026-03-06 15:48:29
ied,cinco05,right,right,full,1,37,p2,practice,small,NA,NA,down,down,1,circle_little,NA,circle_big,NA,circle_little,NA,circle_big,NA,NA,17,542,2026-03-06 15:45:54,2026-03-06 15:46:48,2026-03-06 15:43:46,2026-03-06 15:48:29
ied,cinco05,right,right,full,1,38,p2,practice,small,NA,NA,left,left,1,circle_little,NA,circle_big,NA,circle_little,NA,circle_big,NA,NA,18,521,2026-03-06 15:45:54,2026-03-06 15:46:48,2026-03-06 15:43:46,2026-03-06 15:48:29
ied,cinco05,right,right,full,1,39,p2,practice,small,NA,NA,up,up,1,circle_little,NA,circle_big,NA,circle_little,NA,circle_big,NA,NA,19,659,2026-03-06 15:45:54,2026-03-06 15:46:48,2026-03-06 15:43:46,2026-03-06 15:48:29
ied,cinco05,right,right,full,1,40,p2,practice,small,NA,NA,down,down,1,circle_little,NA,circle_big,NA,circle_little,NA,circle_big,NA,NA,20,609,2026-03-06 15:45:54,2026-03-06 15:46:48,2026-03-06 15:43:46,2026-03-06 15:48:29
ied,cinco05,right,right,full,1,41,b1,experimental,SD,NA,NA,up,up,1,s1,NA,s2,NA,s1,NA,s2,NA,1,1,NA,2026-03-06 15:47:56,2026-03-06 15:48:16,2026-03-06 15:43:46,2026-03-06 15:48:29
ied,cinco05,right,right,full,1,42,b1,experimental,SD,NA,NA,right,right,1,s1,NA,s2,NA,s1,NA,s2,NA,2,2,NA,2026-03-06 15:47:56,2026-03-06 15:48:16,2026-03-06 15:43:46,2026-03-06 15:48:29
ied,cinco05,right,right,full,1,43,b1,experimental,SD,NA,NA,right,right,1,s1,NA,s2,NA,s1,NA,s2,NA,3,3,NA,2026-03-06 15:47:56,2026-03-06 15:48:16,2026-03-06 15:43:46,2026-03-06 15:48:29
ied,cinco05,right,right,full,1,44,b1,experimental,SD,NA,NA,down,down,1,s1,NA,s2,NA,s1,NA,s2,NA,4,4,NA,2026-03-06 15:47:56,2026-03-06 15:48:16,2026-03-06 15:43:46,2026-03-06 15:48:29
ied,cinco05,right,right,full,1,45,b1,experimental,SD,NA,NA,up,up,1,s1,NA,s2,NA,s1,NA,s2,NA,5,5,NA,2026-03-06 15:47:56,2026-03-06 15:48:16,2026-03-06 15:43:46,2026-03-06 15:48:29
ied,cinco05,right,right,full,1,46,b1,experimental,SD,NA,NA,right,right,1,s1,NA,s2,NA,s1,NA,s2,NA,6,6,NA,2026-03-06 15:47:56,2026-03-06 15:48:16,2026-03-06 15:43:46,2026-03-06 15:48:29
ied,cinco05,right,right,full,1,47,b2,experimental,SR,NA,NA,up,down,0,s2,NA,s1,NA,s1,NA,s2,NA,0,1,NA,2026-03-06 15:48:16,2026-03-06 15:48:29,2026-03-06 15:43:46,2026-03-06 15:48:29
ied,cinco05,right,right,full,1,48,b2,experimental,SR,NA,NA,up,up,1,s2,NA,s1,NA,s2,NA,s1,NA,1,2,NA,2026-03-06 15:48:16,2026-03-06 15:48:29,2026-03-06 15:43:46,2026-03-06 15:48:29
ied,cinco05,right,right,full,1,49,b2,experimental,SR,NA,NA,right,down,0,s2,NA,s1,NA,s1,NA,s2,NA,0,3,NA,2026-03-06 15:48:16,2026-03-06 15:48:29,2026-03-06 15:43:46,2026-03-06 15:48:29
